contigName	contigLen	totalAvgDepth	err65.sort.bam	err65.sort.bam-var
202_NC_052974.1	13080	0	0	0
203_NC_052974.1	13080	0	0	0
204_NC_052974.1	13080	0	0	0
205_NC_052974.1	13080	0	0	0
206_NC_052974.1	13080	0	0	0
207_NC_052974.1	13080	0	0	0
208_NC_052974.1	13080	0	0	0
209_NC_052974.1	13080	0	0	0
210_NC_052974.1	10930	0	0	0
NC_055730.1	2040	0	0	0
211_NC_052974.1	13080	0	0	0
212_NC_052974.1	13080	0	0	0
213_NC_052974.1	13080	0	0	0
214_NC_052974.1	13080	0	0	0
215_NC_052974.1	1405	0	0	0
NC_055731.1	11580	0	0	0
216_NC_052974.1	13080	0	0	0
217_NC_052974.1	13080	0	0	0
218_NC_052974.1	13080	0	0	0
219_NC_052974.1	13080	0	0	0
220_NC_052974.1	1969	0	0	0
NC_055732.1	11040	0	0	0
221_NC_052974.1	13080	0	0	0
222_NC_052974.1	13080	0	0	0
223_NC_052974.1	13080	0	0	0
224_NC_052974.1	13080	0	0	0
225_NC_052974.1	2891	0	0	0
NC_055733.1	10080	0	0	0
226_NC_052974.1	13080	0	0	0
227_NC_052974.1	13080	0	0	0
228_NC_052974.1	13080	0	0	0
229_NC_052974.1	13080	0	0	0
230_NC_052974.1	13080	0	0	0
231_NC_052974.1	13080	0	0	0
232_NC_052974.1	13080	0	0	0
233_NC_052974.1	13080	0	0	0
234_NC_052974.1	13080	0	0	0
235_NC_052974.1	13080	0	0	0
236_NC_052974.1	13080	0	0	0
237_NC_052974.1	13080	0	0	0
238_NC_052974.1	13080	0	0	0
239_NC_052974.1	13080	0	0	0
240_NC_052974.1	13080	0	0	0
241_NC_052974.1	13080	0	0	0
242_NC_052974.1	1756	0	0	0
NC_055734.1	11220	0	0	0
243_NC_052974.1	13080	0	0	0
244_NC_052974.1	13080	0	0	0
245_NC_052974.1	13080	0	0	0
246_NC_052974.1	13080	0	0	0
247_NC_052974.1	13080	0	0	0
248_NC_052974.1	13080	0	0	0
249_NC_052974.1	13080	0	0	0
250_NC_052974.1	13080	0	0	0
251_NC_052974.1	13080	0	0	0
252_NC_052974.1	13080	0	0	0
253_NC_052974.1	13080	0	0	0
254_NC_052974.1	12444	0	0	0
NC_055735.1	540	0	0	0
255_NC_052974.1	13080	0	0	0
256_NC_052974.1	13080	0	0	0
257_NC_052974.1	13080	0	0	0
258_NC_052974.1	13080	0	0	0
259_NC_052974.1	13080	0	0	0
260_NC_052974.1	4554	0	0	0
NC_055736.1	8460	0	0	0
261_NC_052974.1	13080	0	0	0
262_NC_052974.1	13080	0	0	0
263_NC_052974.1	13080	0	0	0
264_NC_052974.1	13080	0	0	0
265_NC_052974.1	10922	0	0	0
NC_055737.1	2040	0	0	0
266_NC_052974.1	13080	0	0	0
267_NC_052974.1	13080	0	0	0
268_NC_052974.1	13080	0	0	0
269_NC_052974.1	13080	0	0	0
270_NC_052974.1	13080	0	0	0
271_NC_052974.1	13080	0	0	0
272_NC_052974.1	13080	0	0	0
273_NC_052974.1	13080	0	0	0
274_NC_052974.1	13080	0	0	0
275_NC_052974.1	13080	0	0	0
276_NC_052974.1	13080	0	0	0
277_NC_052974.1	13080	0	0	0
278_NC_052974.1	8849	0	0	0
NC_055738.1	4140	0	0	0
279_NC_052974.1	13080	0	0	0
280_NC_052974.1	13080	0	0	0
281_NC_052974.1	13080	0	0	0
282_NC_052974.1	13080	0	0	0
283_NC_052974.1	11067	0	0	0
NC_055739.1	1920	0	0	0
284_NC_052974.1	13080	0	0	0
285_NC_052974.1	13080	0	0	0
286_NC_052974.1	13080	0	0	0
287_NC_052974.1	13080	0	0	0
288_NC_052974.1	13080	0	0	0
289_NC_052974.1	13080	0	0	0
290_NC_052974.1	13080	0	0	0
291_NC_052974.1	13080	0	0	0
292_NC_052974.1	13080	0	0	0
293_NC_052974.1	13080	0	0	0
294_NC_052974.1	13080	0	0	0
295_NC_052974.1	13080	0	0	0
296_NC_052974.1	13080	0	0	0
297_NC_052974.1	654	0	0	0
NC_055740.1	12360	0	0	0
298_NC_052974.1	13080	0	0	0
299_NC_052974.1	13080	0	0	0
300_NC_052974.1	13080	0	0	0
301_NC_052974.1	13080	0	0	0
302_NC_052974.1	13080	0	0	0
303_NC_052974.1	13080	0	0	0
304_NC_052974.1	13080	0	0	0
305_NC_052974.1	13080	0	0	0
306_NC_052974.1	13080	0	0	0
307_NC_052974.1	13080	0	0	0
308_NC_052974.1	13080	0	0	0
309_NC_052974.1	13080	0	0	0
310_NC_052974.1	1211	0	0	0
NC_055741.1	11760	0	0	0
311_NC_052974.1	13080	0	0	0
312_NC_052974.1	13080	0	0	0
313_NC_052974.1	13080	0	0	0
314_NC_052974.1	13080	0	0	0
315_NC_052974.1	13080	0	0	0
316_NC_052974.1	13080	0	0	0
317_NC_052974.1	13080	0	0	0
318_NC_052974.1	13080	0	0	0
319_NC_052974.1	13080	0	0	0
320_NC_052974.1	13080	0	0	0
321_NC_052974.1	13080	0	0	0
322_NC_052974.1	8726	0	0	0
NC_055742.1	4260	0	0	0
323_NC_052974.1	13080	0	0	0
324_NC_052974.1	13080	0	0	0
325_NC_052974.1	13080	0	0	0
326_NC_052974.1	13080	0	0	0
327_NC_052974.1	13080	0	0	0
328_NC_052974.1	13080	0	0	0
329_NC_052974.1	13080	0	0	0
330_NC_052974.1	13080	0	0	0
331_NC_052974.1	13080	0	0	0
332_NC_052974.1	13080	0	0	0
333_NC_052974.1	13080	0	0	0
334_NC_052974.1	13080	0	0	0
335_NC_052974.1	11159	0	0	0
NC_055743.1	1860	0	0	0
336_NC_052974.1	13080	0	0	0
337_NC_052974.1	13080	0	0	0
338_NC_052974.1	13080	0	0	0
339_NC_052974.1	13080	0	0	0
340_NC_052974.1	13080	0	0	0
341_NC_052974.1	13080	0	0	0
342_NC_052974.1	13080	0	0	0
343_NC_052974.1	13080	0	0	0
344_NC_052974.1	13080	0	0	0
345_NC_052974.1	13080	0	0	0
346_NC_052974.1	13080	0	0	0
347_NC_052974.1	13080	0	0	0
348_NC_052974.1	13080	0	0	0
349_NC_052974.1	3874	0	0	0
NC_055744.1	9120	0	0	0
350_NC_052974.1	13080	0	0	0
351_NC_052974.1	13080	0	0	0
352_NC_052974.1	13080	0	0	0
353_NC_052974.1	13080	0	0	0
354_NC_052974.1	13080	0	0	0
355_NC_052974.1	13080	0	0	0
356_NC_052974.1	13080	0	0	0
357_NC_052974.1	13080	0	0	0
358_NC_052974.1	13080	0	0	0
359_NC_052974.1	13080	0	0	0
360_NC_052974.1	11947	0	0	0
NC_055745.1	1020	0	0	0
361_NC_052974.1	13080	0	0	0
362_NC_052974.1	13080	0	0	0
363_NC_052974.1	13080	0	0	0
364_NC_052974.1	12044	0	0	0
NC_055746.1	960	0	0	0
365_NC_052974.1	13080	0	0	0
366_NC_052974.1	13080	0	0	0
367_NC_052974.1	13080	0	0	0
368_NC_052974.1	13080	0	0	0
369_NC_052974.1	13080	0	0	0
370_NC_052974.1	13080	0	0	0
371_NC_052974.1	13080	0	0	0
372_NC_052974.1	13080	0	0	0
373_NC_052974.1	13080	0	0	0
374_NC_052974.1	13080	0	0	0
375_NC_052974.1	13080	0	0	0
376_NC_052974.1	13080	0	0	0
377_NC_052974.1	7063	0	0	0
NC_055747.1	5940	0	0	0
378_NC_052974.1	13080	0	0	0
379_NC_052974.1	13080	0	0	0
380_NC_052974.1	13080	0	0	0
381_NC_052974.1	13080	0	0	0
382_NC_052974.1	13080	0	0	0
383_NC_052974.1	13080	0	0	0
384_NC_052974.1	13080	0	0	0
385_NC_052974.1	13080	0	0	0
386_NC_052974.1	13080	0	0	0
387_NC_052974.1	13080	0	0	0
388_NC_052974.1	13080	0	0	0
389_NC_052974.1	13080	0	0	0
390_NC_052974.1	2895	0	0	0
NC_055748.1	10080	0	0	0
391_NC_052974.1	13080	0	0	0
392_NC_052974.1	13080	0	0	0
393_NC_052974.1	13080	0	0	0
394_NC_052974.1	13080	0	0	0
395_NC_052974.1	13080	0	0	0
396_NC_052974.1	13080	0	0	0
397_NC_052974.1	13080	0	0	0
398_NC_052974.1	13080	0	0	0
399_NC_052974.1	13080	0	0	0
400_NC_052974.1	13080	0	0	0
401_NC_052974.1	13080	0	0	0
402_NC_052974.1	12170	0	0	0
NC_055749.1	840	0	0	0
403_NC_052974.1	13080	0	0	0
404_NC_052974.1	13080	0	0	0
405_NC_052974.1	13080	0	0	0
406_NC_052974.1	13080	0	0	0
407_NC_052974.1	13080	0	0	0
408_NC_052974.1	13080	0	0	0
409_NC_052974.1	13080	0	0	0
410_NC_052974.1	13080	0	0	0
411_NC_052974.1	13080	0	0	0
412_NC_052974.1	13080	0	0	0
413_NC_052974.1	13080	0	0	0
414_NC_052974.1	13080	0	0	0
415_NC_052974.1	10895	0	0	0
NC_055750.1	2100	0	0	0
416_NC_052974.1	13080	0	0	0
417_NC_052974.1	13080	0	0	0
418_NC_052974.1	13080	0	0	0
419_NC_052974.1	13080	0	0	0
420_NC_052974.1	10407	0	0	0
NC_055751.1	2580	0	0	0
421_NC_052974.1	13080	0	0	0
422_NC_052974.1	13080	0	0	0
423_NC_052974.1	13080	0	0	0
424_NC_052974.1	13080	0	0	0
425_NC_052974.1	3795	0	0	0
NC_055752.1	9180	0	0	0
426_NC_052974.1	13080	0	0	0
427_NC_052974.1	13080	0	0	0
428_NC_052974.1	13080	0	0	0
429_NC_052974.1	10335	0	0	0
NC_055753.1	2640	0	0	0
430_NC_052974.1	13080	0	0	0
431_NC_052974.1	13080	0	0	0
432_NC_052974.1	13080	0	0	0
433_NC_052974.1	13080	0	0	0
434_NC_052974.1	3807	0	0	0
NC_055754.1	9180	0	0	0
435_NC_052974.1	13080	0	0	0
436_NC_052974.1	13080	0	0	0
437_NC_052974.1	13080	0	0	0
438_NC_052974.1	4111	0	0	0
NC_055755.1	8880	0	0	0
439_NC_052974.1	13080	0	0	0
440_NC_052974.1	13080	0	0	0
441_NC_052974.1	13080	0	0	0
442_NC_052974.1	13080	0	0	0
443_NC_052974.1	5881	0	0	0
NC_055756.1	7080	0	0	0
444_NC_052974.1	13080	0	0	0
445_NC_052974.1	13080	0	0	0
446_NC_052974.1	13080	0	0	0
447_NC_052974.1	13080	0	0	0
448_NC_052974.1	13080	0	0	0
449_NC_052974.1	13080	0	0	0
450_NC_052974.1	4463	0	0	0
NC_055757.1	8520	0	0	0
451_NC_052974.1	13080	0	0	0
452_NC_052974.1	13080	0	0	0
453_NC_052974.1	13080	0	0	0
454_NC_052974.1	13080	0	0	0
455_NC_052974.1	13080	0	0	0
456_NC_052974.1	13080	0	0	0
457_NC_052974.1	13080	0	0	0
458_NC_052974.1	13080	0	0	0
459_NC_052974.1	13080	0	0	0
460_NC_052974.1	13080	0	0	0
461_NC_052974.1	13080	0	0	0
462_NC_052974.1	12315	0	0	0
NC_055758.1	660	0	0	0
463_NC_052974.1	13080	0	0	0
464_NC_052974.1	13080	0	0	0
465_NC_052974.1	13080	0	0	0
466_NC_052974.1	13080	0	0	0
467_NC_052974.1	11125	0	0	0
NC_055759.1	1860	0	0	0
468_NC_052974.1	13080	0	0	0
469_NC_052974.1	13080	0	0	0
470_NC_052974.1	13080	0	0	0
471_NC_052974.1	13080	0	0	0
472_NC_052974.1	13080	0	0	0
473_NC_052974.1	5398	0	0	0
NC_055760.1	7620	0	0	0
474_NC_052974.1	13080	0	0	0
475_NC_052974.1	13080	0	0	0
476_NC_052974.1	13080	0	0	0
477_NC_052974.1	13080	0	0	0
478_NC_052974.1	13080	0	0	0
479_NC_052974.1	13080	0	0	0
480_NC_052974.1	8778	0	0	0
NC_055761.1	4200	0	0	0
481_NC_052974.1	13080	0	0	0
482_NC_052974.1	13080	0	0	0
483_NC_052974.1	13080	0	0	0
484_NC_052974.1	13080	0	0	0
485_NC_052974.1	13080	0	0	0
486_NC_052974.1	13080	0	0	0
487_NC_052974.1	13080	0	0	0
488_NC_052974.1	13080	0	0	0
489_NC_052974.1	13080	0	0	0
490_NC_052974.1	13080	0	0	0
491_NC_052974.1	9311	0	0	0
NC_055762.1	3660	0	0	0
492_NC_052974.1	13080	0	0	0
493_NC_052974.1	13080	0	0	0
494_NC_052974.1	13080	0	0	0
495_NC_052974.1	13080	0	0	0
496_NC_052974.1	3235	0	0	0
NC_055763.1	9780	0	0	0
497_NC_052974.1	13080	0	0	0
498_NC_052974.1	13080	0	0	0
499_NC_052974.1	13080	0	0	0
500_NC_052974.1	13080	0	0	0
501_NC_052974.1	2270	0	0	0
NC_055764.1	10740	0	0	0
502_NC_052974.1	13080	0	0	0
503_NC_052974.1	13080	0	0	0
504_NC_052974.1	13080	0	0	0
505_NC_052974.1	13080	0	0	0
506_NC_052974.1	4299	0	0	0
NC_055765.1	8700	0	0	0
507_NC_052974.1	13080	0	0	0
508_NC_052974.1	13080	0	0	0
509_NC_052974.1	13080	0	0	0
510_NC_052974.1	10737	0	0	0
NC_055766.1	2280	0	0	0
511_NC_052974.1	13080	0	0	0
512_NC_052974.1	13080	0	0	0
513_NC_052974.1	13080	0	0	0
514_NC_052974.1	13080	0	0	0
515_NC_052974.1	13080	0	0	0
516_NC_052974.1	93	0	0	0
NC_055767.1	12900	0	0	0
517_NC_052974.1	13080	0	0	0
518_NC_052974.1	13080	0	0	0
519_NC_052974.1	13080	0	0	0
520_NC_052974.1	13080	0	0	0
521_NC_052974.1	2582	0	0	0
NC_055768.1	10380	0	0	0
522_NC_052974.1	13080	0	0	0
523_NC_052974.1	13080	0	0	0
524_NC_052974.1	13080	0	0	0
525_NC_052974.1	13080	0	0	0
526_NC_052974.1	13080	0	0	0
527_NC_052974.1	13080	0	0	0
528_NC_052974.1	13080	0	0	0
529_NC_052974.1	13080	0	0	0
530_NC_052974.1	13080	0	0	0
531_NC_052974.1	13080	0	0	0
532_NC_052974.1	13080	0	0	0
533_NC_052974.1	8370	0	0	0
NC_055769.1	4620	0	0	0
534_NC_052974.1	13080	0	0	0
535_NC_052974.1	13080	0	0	0
536_NC_052974.1	13080	0	0	0
537_NC_052974.1	13080	0	0	0
538_NC_052974.1	9868	0	0	0
NC_055770.1	3120	0	0	0
539_NC_052974.1	13080	0	0	0
540_NC_052974.1	13080	0	0	0
541_NC_052974.1	13080	0	0	0
542_NC_052974.1	13080	0	0	0
543_NC_052974.1	13080	0	0	0
544_NC_052974.1	106	0	0	0
NC_055771.1	12900	0	0	0
545_NC_052974.1	13080	0	0	0
546_NC_052974.1	13080	0	0	0
547_NC_052974.1	13080	0	0	0
548_NC_052974.1	13080	0	0	0
549_NC_052974.1	2970	0	0	0
NC_055772.1	10020	0	0	0
550_NC_052974.1	13080	0	0	0
551_NC_052974.1	13080	0	0	0
552_NC_052974.1	13080	0	0	0
553_NC_052974.1	13080	0	0	0
554_NC_052974.1	4575	0	0	0
NC_055773.1	8400	0	0	0
555_NC_052974.1	13080	0	0	0
556_NC_052974.1	13080	0	0	0
557_NC_052974.1	13080	0	0	0
558_NC_052974.1	10834	0	0	0
NC_055774.1	2160	0	0	0
559_NC_052974.1	13080	0	0	0
560_NC_052974.1	13080	0	0	0
561_NC_052974.1	13080	0	0	0
562_NC_052974.1	13080	0	0	0
563_NC_052974.1	3400	0	0	0
NC_055775.1	9600	0	0	0
564_NC_052974.1	13080	0	0	0
565_NC_052974.1	13080	0	0	0
566_NC_052974.1	13080	0	0	0
567_NC_052974.1	10296	0	0	0
NC_055776.1	2700	0	0	0
568_NC_052974.1	13080	0	0	0
569_NC_052974.1	13080	0	0	0
570_NC_052974.1	13080	0	0	0
571_NC_052974.1	13080	0	0	0
572_NC_052974.1	4475	0	0	0
NC_055777.1	8520	0	0	0
573_NC_052974.1	13080	0	0	0
574_NC_052974.1	13080	0	0	0
575_NC_052974.1	13080	0	0	0
576_NC_052974.1	9812	0	0	0
NC_055778.1	3180	0	0	0
577_NC_052974.1	13080	0	0	0
578_NC_052974.1	13080	0	0	0
579_NC_052974.1	13080	0	0	0
580_NC_052974.1	13080	0	0	0
581_NC_052974.1	2416	0	0	0
NC_055779.1	10560	0	0	0
582_NC_052974.1	13080	0	0	0
583_NC_052974.1	13080	0	0	0
584_NC_052974.1	13080	0	0	0
585_NC_052974.1	8481	0	0	0
NC_055780.1	4500	0	0	0
586_NC_052974.1	13080	0	0	0
587_NC_052974.1	13080	0	0	0
588_NC_052974.1	13080	0	0	0
589_NC_052974.1	13080	0	0	0
590_NC_052974.1	13080	0	0	0
591_NC_052974.1	13080	0	0	0
592_NC_052974.1	13080	0	0	0
593_NC_052974.1	13080	0	0	0
594_NC_052974.1	13080	0	0	0
595_NC_052974.1	13080	0	0	0
596_NC_052974.1	13080	0	0	0
597_NC_052974.1	13080	0	0	0
598_NC_052974.1	5919	0	0	0
NC_055781.1	7080	0	0	0
599_NC_052974.1	13080	0	0	0
600_NC_052974.1	13080	0	0	0
601_NC_052974.1	13080	0	0	0
602_NC_052974.1	13080	0	0	0
603_NC_052974.1	13080	0	0	0
604_NC_052974.1	13080	0	0	0
605_NC_052974.1	13080	0	0	0
606_NC_052974.1	13080	0	0	0
607_NC_052974.1	13080	0	0	0
608_NC_052974.1	13080	0	0	0
609_NC_052974.1	13080	0	0	0
610_NC_052974.1	13080	0	0	0
611_NC_052974.1	3763	0	0	0
NC_055782.1	9240	0	0	0
612_NC_052974.1	13080	0	0	0
613_NC_052974.1	13080	0	0	0
614_NC_052974.1	13080	0	0	0
615_NC_052974.1	13080	0	0	0
616_NC_052974.1	13080	0	0	0
617_NC_052974.1	13080	0	0	0
618_NC_052974.1	13080	0	0	0
619_NC_052974.1	13080	0	0	0
620_NC_052974.1	13080	0	0	0
621_NC_052974.1	13080	0	0	0
622_NC_052974.1	13080	0	0	0
623_NC_052974.1	13080	0	0	0
624_NC_052974.1	3015	0	0	0
NC_055783.1	9960	0	0	0
625_NC_052974.1	13080	0	0	0
626_NC_052974.1	13080	0	0	0
627_NC_052974.1	13080	0	0	0
628_NC_052974.1	13080	0	0	0
629_NC_052974.1	13080	0	0	0
630_NC_052974.1	13080	0	0	0
631_NC_052974.1	13080	0	0	0
632_NC_052974.1	13080	0	0	0
633_NC_052974.1	13080	0	0	0
634_NC_052974.1	13080	0	0	0
635_NC_052974.1	13080	0	0	0
636_NC_052974.1	1261	0	0	0
NC_055784.1	11700	0	0	0
637_NC_052974.1	13080	0	0	0
638_NC_052974.1	13080	0	0	0
639_NC_052974.1	13080	0	0	0
640_NC_052974.1	13080	0	0	0
641_NC_052974.1	13080	0	0	0
642_NC_052974.1	971	0	0	0
NC_055785.1	12000	0	0	0
643_NC_052974.1	13080	0	0	0
644_NC_052974.1	13080	0	0	0
645_NC_052974.1	13080	0	0	0
646_NC_052974.1	8415	0	0	0
NC_055786.1	4560	0	0	0
647_NC_052974.1	13080	0	0	0
648_NC_052974.1	13080	0	0	0
649_NC_052974.1	13080	0	0	0
650_NC_052974.1	13080	0	0	0
651_NC_052974.1	13080	0	0	0
652_NC_052974.1	1099	0	0	0
NC_055787.1	11880	0	0	0
653_NC_052974.1	13080	0	0	0
654_NC_052974.1	13080	0	0	0
655_NC_052974.1	13080	0	0	0
656_NC_052974.1	6949	0	0	0
NC_055788.1	6060	0	0	0
657_NC_052974.1	13080	0	0	0
658_NC_052974.1	13080	0	0	0
659_NC_052974.1	13080	0	0	0
660_NC_052974.1	13080	0	0	0
